Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit_percentage,,Total profit,286397.0217
Standard Class,Consumer,Albuquerque,New Mexico,West,Office Supplies,Storage,118.25,5,0,34.2925,0.011973763,,,
Standard Class,Consumer,Albuquerque,New Mexico,West,Office Supplies,Paper,4.28,1,0,1.926,0.000672493,,,
First Class,Home Office,Los Angeles,California,West,Technology,Accessories,26.85,3,0,5.1015,0.001781269,,,
First Class,Home Office,Los Angeles,California,West,Technology,Machines,3357.6,3,0.2,377.73,0.131890338,,,
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Labels,8.26,2,0,3.7996,0.00132669,,,
Standard Class,Consumer,Los Angeles,California,West,Technology,Machines,2973.32,7,0.2,334.4985,0.116795384,,,
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,104.79,7,0,29.3412,0.010244939,,,
Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,775.728,6,0.2,58.1796,0.020314317,,,
First Class,Home Office,Houston,Texas,Central,Furniture,Bookcases,89.0664,1,0.32,-17.0274,-0.005945383,,,
First Class,Home Office,Houston,Texas,Central,Office Supplies,Art,175.44,6,0.2,52.632,0.018377286,,,
First Class,Home Office,Houston,Texas,Central,Technology,Phones,438.336,4,0.2,-87.6672,-0.030610374,,,
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,215.544,4,0.3,-58.5048,-0.020427866,,,
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Envelopes,55.584,6,0.2,20.844,0.007278009,,,
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Chairs,127.386,2,0.3,-25.4772,-0.008895763,,,
Second Class,Consumer,San Angelo,Texas,Central,Furniture,Chairs,248.43,5,0.3,-17.745,-0.006195944,,,
Second Class,Consumer,San Angelo,Texas,Central,Office Supplies,Appliances,11.648,4,0.8,-30.8672,-0.010777766,,,
Second Class,Consumer,San Angelo,Texas,Central,Furniture,Chairs,85.246,2,0.3,-1.2178,-0.000425214,,,
Second Class,Corporate,Pasadena,Texas,Central,Office Supplies,Art,20.64,5,0.2,2.322,0.000810763,,,
Standard Class,Corporate,Los Angeles,California,West,Furniture,Furnishings,148.02,3,0,41.4456,0.01447138,,,
Same Day,Corporate,Garden City,Kansas,Central,Office Supplies,Storage,33.29,1,0,7.9896,0.002789694,,,
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,204.95,5,0,100.4255,0.035065134,,,
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Chairs,526.344,4,0.3,-75.192,-0.026254463,,,
Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,41.96,2,0,10.9096,0.003809257,,,
Standard Class,Consumer,San Francisco,California,West,Furniture,Chairs,451.152,3,0.2,0,0,,,
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,31.504,11,0.2,11.0264,0.00385004,,,
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,30.672,3,0.2,9.585,0.003346753,,,
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Copiers,1079.976,4,0.4,125.9972,0.043993893,,,
Standard Class,Consumer,Modesto,California,West,Furniture,Chairs,161.568,2,0.2,-28.2744,-0.009872449,,,
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.934,3,0.8,-4.9878,-0.001741568,,,
Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,18.528,2,0.2,4.4004,0.001536468,,,
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,670.752,3,0.2,-125.766,-0.043913166,,,
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,64.96,5,0.6,-43.848,-0.015310215,,,
First Class,Corporate,Riverside,California,West,Technology,Accessories,41.94,2,0,15.0984,0.005271843,,,
First Class,Corporate,Riverside,California,West,Office Supplies,Paper,11.96,2,0,5.8604,0.00204625,,,
First Class,Corporate,Riverside,California,West,Office Supplies,Art,13.12,4,0,3.8048,0.001328505,,,
First Class,Corporate,Riverside,California,West,Office Supplies,Storage,535.41,3,0,160.623,0.056084033,,,
Standard Class,Corporate,Dallas,Texas,Central,Furniture,Furnishings,72.78,3,0.6,-70.9605,-0.024776969,,,
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,36.84,3,0,17.3148,0.006045733,,,
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Labels,87.71,7,0,41.2237,0.0143939,,,
Standard Class,Corporate,Lakeland,Florida,South,Furniture,Tables,562.2925,7,0.45,-255.5875,-0.089242374,,,
Standard Class,Home Office,New York City,New York,East,Furniture,Furnishings,56.52,9,0,21.4776,0.00749924,,,
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Art,11.264,8,0.2,1.2672,0.000442463,,,
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Storage,284.08,10,0.2,24.857,0.00867921,,,
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,18.496,4,0.2,6.7048,0.002341086,,,
Standard Class,Consumer,San Diego,California,West,Office Supplies,Labels,14.73,3,0,7.2177,0.002520173,,,
Standard Class,Consumer,San Diego,California,West,Office Supplies,Storage,186.54,3,0,50.3658,0.017586007,,,
Standard Class,Consumer,San Diego,California,West,Furniture,Tables,557.728,4,0.2,6.9716,0.002434243,,,
Standard Class,Consumer,San Diego,California,West,Technology,Phones,159.968,4,0.2,-31.9936,-0.011171066,,,
Standard Class,Consumer,Lawton,Oklahoma,Central,Office Supplies,Appliances,471.9,6,0,155.727,0.054374518,,,
Standard Class,Consumer,Lawton,Oklahoma,Central,Office Supplies,Art,3.52,2,0,1.6896,0.00058995,,,
Standard Class,Consumer,Salem,Virginia,South,Office Supplies,Paper,49.12,4,0,23.0864,0.008060978,,,
Standard Class,Home Office,Santa Ana,California,West,Office Supplies,Labels,20.16,7,0,9.8784,0.003449198,,,
First Class,Corporate,Rapid City,South Dakota,Central,Office Supplies,Binders,10.68,2,0,5.0196,0.001752672,,,
First Class,Corporate,Rapid City,South Dakota,Central,Furniture,Bookcases,141.96,2,0,39.7488,0.013878915,,,
First Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,32.48,2,0,4.872,0.001701135,,,
First Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,20.04,3,0,9.6192,0.003358694,,,
First Class,Consumer,Seattle,Washington,West,Technology,Copiers,13999.96,4,0,6719.9808,2.346386411,,,
Standard Class,Consumer,Middletown,Connecticut,East,Technology,Accessories,238,2,0,38.08,0.013296228,,,
Standard Class,Consumer,Middletown,Connecticut,East,Office Supplies,Paper,61.96,2,0,27.882,0.009735436,,,
Standard Class,Consumer,Baltimore,Maryland,East,Furniture,Tables,239.372,2,0.3,-23.9372,-0.008358048,,,
Standard Class,Consumer,San Diego,California,West,Technology,Accessories,595,5,0,95.2,0.033240569,,,
Standard Class,Corporate,Odessa,Texas,Central,Office Supplies,Paper,16.032,3,0.2,5.6112,0.001959238,,,
Standard Class,Home Office,Milford,Connecticut,East,Technology,Accessories,199.75,5,0,87.89,0.030688168,,,
Standard Class,Consumer,Belleville,New Jersey,East,Furniture,Chairs,227.96,2,0,36.4736,0.012735328,,,
Second Class,Consumer,New York City,New York,East,Office Supplies,Appliances,293.52,6,0,76.3152,0.026646646,,,
Second Class,Consumer,New York City,New York,East,Technology,Phones,307.98,2,0,89.3142,0.03118545,,,
Standard Class,Consumer,San Diego,California,West,Furniture,Furnishings,96.96,6,0,33.936,0.011849285,,,
Standard Class,Consumer,San Diego,California,West,Office Supplies,Binders,117.488,7,0.2,41.1208,0.014357971,,,
Standard Class,Consumer,San Diego,California,West,Office Supplies,Binders,11.952,3,0.2,4.1832,0.00146063,,,
Standard Class,Consumer,San Diego,California,West,Furniture,Bookcases,512.499,3,0.15,-30.147,-0.010526297,,,
Standard Class,Corporate,San Francisco,California,West,Furniture,Tables,863.128,7,0.2,-32.3673,-0.011301549,,,
Standard Class,Home Office,Seattle,Washington,West,Furniture,Tables,2036.86,7,0,366.6348,0.128016275,,,
Standard Class,Home Office,Seattle,Washington,West,Furniture,Chairs,449.568,2,0.2,-73.0548,-0.025508226,,,
Standard Class,Home Office,Seattle,Washington,West,Technology,Accessories,108.96,3,0,32.688,0.011413527,,,
Standard Class,Consumer,Jackson,Mississippi,South,Office Supplies,Art,264.18,7,0,68.6868,0.023983071,,,
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Labels,2.88,1,0,1.4112,0.000492743,,,
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,41.904,6,0.2,14.1426,0.00493811,,,
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Storage,23.92,4,0,4.0664,0.001419847,,,
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,156.512,4,0.2,52.8228,0.018443907,,,
First Class,Home Office,New York City,New York,East,Office Supplies,Storage,128.34,6,0,37.2186,0.012995456,,,
First Class,Consumer,Los Angeles,California,West,Technology,Accessories,474.95,5,0,142.485,0.049750867,,,
Standard Class,Consumer,Des Moines,Washington,West,Technology,Copiers,999.98,2,0,449.991,0.157121396,,,
Standard Class,Consumer,Springfield,Oregon,West,Furniture,Tables,277.5,4,0.5,-188.7,-0.065887557,,,
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Tables,1252.704,8,0.4,-480.2032,-0.167670459,,,
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,110.97,5,0.4,-24.0435,-0.008395164,,,
Standard Class,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736,-0.003552272,,,
Standard Class,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,1.892,1,0.6,-0.9933,-0.000346826,,,
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,63.312,3,0.2,20.5764,0.007184572,,,
Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Envelopes,7.824,1,0.2,2.934,0.001024452,,,
Second Class,Consumer,Chicago,Illinois,Central,Furniture,Chairs,170.072,4,0.3,-12.148,-0.004241664,,,
Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,62.82,9,0,29.5254,0.010309255,,,
Second Class,Consumer,Rockville,Maryland,East,Office Supplies,Paper,19.44,3,0,9.3312,0.003258134,,,
Second Class,Consumer,Rockville,Maryland,East,Office Supplies,Binders,7.38,1,0,3.6162,0.001262653,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,38.88,6,0,18.6624,0.006516269,,,
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,187.76,4,0,76.9816,0.02687933,,,
First Class,Consumer,Durham,North Carolina,South,Office Supplies,Binders,6.048,7,0.7,-4.2336,-0.001478228,,,
First Class,Consumer,Durham,North Carolina,South,Office Supplies,Appliances,98.352,3,0.2,9.8352,0.003434114,,,
First Class,Consumer,Durham,North Carolina,South,Furniture,Furnishings,335.744,2,0.2,25.1808,0.00879227,,,
Second Class,Corporate,Santa Barbara,California,West,Office Supplies,Paper,8.96,2,0,4.3904,0.001532977,,,
Standard Class,Consumer,Knoxville,Tennessee,South,Technology,Accessories,89.568,4,0.2,-1.1196,-0.000390926,,,
Standard Class,Consumer,Knoxville,Tennessee,South,Office Supplies,Art,71.96,5,0.2,7.196,0.002512596,,,
Standard Class,Consumer,Knoxville,Tennessee,South,Office Supplies,Paper,15.552,3,0.2,5.4432,0.001900578,,,
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,10.43,5,0.8,-18.2525,-0.006373146,,,
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,72.784,1,0.2,-18.196,-0.006353418,,,
Same Day,Corporate,New York City,New York,East,Office Supplies,Storage,67.15,5,0,16.7875,0.005861618,,,
Same Day,Corporate,New York City,New York,East,Technology,Phones,549.98,2,0,142.9948,0.049928871,,,
Same Day,Corporate,New York City,New York,East,Furniture,Furnishings,11.82,3,0,4.728,0.001650855,,,
Same Day,Corporate,New York City,New York,East,Technology,Machines,4643.8,4,0,2229.024,0.778298596,,,
Same Day,Corporate,New York City,New York,East,Furniture,Chairs,577.764,2,0.1,115.5528,0.040347068,,,
Standard Class,Consumer,Daytona Beach,Florida,South,Furniture,Tables,191.5155,1,0.45,-76.6062,-0.026748253,,,
Standard Class,Consumer,Daytona Beach,Florida,South,Office Supplies,Art,2.624,1,0.2,0.4264,0.000148884,,,
Standard Class,Consumer,Nashville,Tennessee,South,Office Supplies,Binders,1369.764,6,0.7,-913.176,-0.318849684,,,
Standard Class,Consumer,Nashville,Tennessee,South,Office Supplies,Storage,294.368,4,0.2,-58.8736,-0.020556638,,,
Standard Class,Corporate,Nashville,Tennessee,South,Office Supplies,Appliances,81.568,2,0.2,7.1372,0.002492065,,,
Standard Class,Consumer,Dallas,Texas,Central,Furniture,Furnishings,44.46,5,0.6,-17.784,-0.006209562,,,
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Storage,314.088,3,0.2,19.6305,0.006854296,,,
Standard Class,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Binders,6.336,4,0.7,-4.6464,-0.001622363,,,
Standard Class,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Paper,10.48,1,0.2,3.799,0.00132648,,,
Standard Class,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Binders,2.469,1,0.7,-1.8106,-0.000632199,,,
Standard Class,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Binders,3.264,2,0.7,-2.2848,-0.000797774,,,
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Fasteners,4.344,3,0.2,0.8688,0.000303355,,,
Standard Class,Consumer,Dallas,Texas,Central,Furniture,Furnishings,31.776,3,0.6,-19.0656,-0.006657052,,,
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Labels,4.928,2,0.2,1.7248,0.000602241,,,
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,1.788,3,0.8,-3.0396,-0.001061324,,,
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Fasteners,15.072,4,0.2,-3.768,-0.001315656,,,
Standard Class,Consumer,Arlington,Texas,Central,Office Supplies,Storage,12.624,2,0.2,-2.5248,-0.000881573,,,
Standard Class,Corporate,Pasadena,California,West,Office Supplies,Paper,185.88,6,0,83.646,0.029206309,,,
Standard Class,Corporate,Pasadena,California,West,Office Supplies,Paper,12.96,2,0,6.2208,0.00217209,,,
Second Class,Consumer,Everett,Massachusetts,East,Office Supplies,Paper,189.7,10,0,91.056,0.031793627,,,
Second Class,Consumer,Everett,Massachusetts,East,Office Supplies,Paper,40.99,1,0,20.0851,0.007013027,,,
Second Class,Home Office,Troy,New York,East,Furniture,Furnishings,82.64,2,0,7.4376,0.002596954,,,
Second Class,Home Office,Troy,New York,East,Office Supplies,Storage,31.02,2,0,8.0652,0.002816091,,,
Second Class,Home Office,Troy,New York,East,Technology,Accessories,89.97,3,0,37.7874,0.013194062,,,
Second Class,Consumer,Sandy Springs,Georgia,South,Office Supplies,Art,35.97,3,0,9.7119,0.003391062,,,
Second Class,Consumer,Sandy Springs,Georgia,South,Furniture,Bookcases,1266.86,7,0,291.3778,0.101739117,,,
Standard Class,Consumer,San Jose,California,West,Office Supplies,Storage,169.45,5,0,42.3625,0.01479153,,,
Standard Class,Consumer,San Jose,California,West,Office Supplies,Storage,40.68,2,0,0.4068,0.000142041,,,
Standard Class,Consumer,Jacksonville,Florida,South,Office Supplies,Supplies,3.328,2,0.2,0.416,0.000145253,,,
Standard Class,Consumer,Jacksonville,Florida,South,Furniture,Tables,933.262,4,0.45,-458.1468,-0.159969122,,,
Standard Class,Consumer,Jacksonville,Florida,South,Furniture,Chairs,2803.92,5,0.2,0,0,,,
Same Day,Consumer,Jacksonville,Florida,South,Office Supplies,Storage,4.768,2,0.2,-0.7748,-0.000270534,,,
Same Day,Consumer,Jacksonville,Florida,South,Office Supplies,Paper,6.672,1,0.2,2.502,0.000873612,,,
Same Day,Consumer,Jacksonville,Florida,South,Office Supplies,Art,4.448,2,0.2,1.112,0.000388272,,,
Same Day,Consumer,Jacksonville,Florida,South,Furniture,Furnishings,43.936,4,0.2,6.0412,0.002109379,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,23.744,2,0.2,8.3104,0.002901706,,,
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,357,3,0,57.12,0.019944341,,,
Standard Class,Consumer,San Francisco,California,West,Technology,Phones,806.336,8,0.2,50.396,0.017596552,,,
Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,85.44,3,0,31.6128,0.011038104,,,
Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Storage,344.91,3,0,10.3473,0.003612922,,,
Same Day,Home Office,Aurora,Illinois,Central,Office Supplies,Appliances,70.97,5,0.8,-191.619,-0.066906771,,,
Same Day,Home Office,Aurora,Illinois,Central,Office Supplies,Art,36.784,2,0.2,3.6784,0.001284371,,,
Second Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,743.988,2,0.4,-123.998,-0.043295841,,,
Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,11.212,2,0.8,-16.818,-0.005872268,,,
Second Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,4.712,2,0.6,-1.8848,-0.000658107,,,
Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,180.98,5,0.8,-470.548,-0.164299195,,,
Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,60.416,2,0.2,6.0416,0.002109519,,,
Standard Class,Consumer,Seattle,Washington,West,Technology,Copiers,299.99,1,0,89.997,0.03142386,,,
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,192.16,4,0,92.2368,0.032205922,,,
Standard Class,Consumer,Seattle,Washington,West,Technology,Phones,242.624,8,0.2,27.2952,0.009530546,,,
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,46.74,3,0,11.685,0.004080001,,,
Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,174.95,5,0,12.2465,0.004276057,,,
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,100.704,6,0.2,37.764,0.013185891,,,
Same Day,Home Office,Roseville,Michigan,Central,Office Supplies,Paper,368.91,9,0,180.7659,0.063117242,,,
Same Day,Home Office,Roseville,Michigan,Central,Office Supplies,Binders,8.02,1,0,3.7694,0.001316145,,,
Same Day,Home Office,Roseville,Michigan,Central,Office Supplies,Storage,171.04,4,0,44.4704,0.015527536,,,
Standard Class,Home Office,Fayetteville,Arkansas,South,Office Supplies,Paper,19.44,3,0,9.3312,0.003258134,,,
Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Binders,13.092,4,0.7,-10.0372,-0.003504645,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,122.94,3,0,30.735,0.010731606,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,35.448,7,0.2,12.8499,0.004486744,,,
Standard Class,Consumer,Dover,Delaware,East,Technology,Phones,19.98,2,0,5.1948,0.001813846,,,
Standard Class,Consumer,Aurora,Illinois,Central,Furniture,Tables,69.375,1,0.5,-47.175,-0.016471889,,,
Standard Class,Consumer,Aurora,Illinois,Central,Office Supplies,Supplies,31.68,4,0.2,2.772,0.000967887,,,
Standard Class,Consumer,Aurora,Illinois,Central,Technology,Phones,2003.168,4,0.2,250.396,0.08742968,,,
Standard Class,Consumer,Aurora,Illinois,Central,Office Supplies,Art,9.344,2,0.2,3.1536,0.001101129,,,
Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,2563.056,8,0.1,313.2624,0.109380467,,,
Standard Class,Corporate,El Cajon,California,West,Furniture,Chairs,387.136,4,0.2,4.8392,0.001689682,,,
Second Class,Home Office,Springfield,Ohio,East,Office Supplies,Art,3.424,1,0.2,0.2996,0.00010461,,,
Standard Class,Corporate,Mount Vernon,New York,East,Office Supplies,Storage,1085.42,7,0,282.2092,0.098537757,,,
Standard Class,Home Office,Lakewood,Ohio,East,Office Supplies,Paper,43.056,9,0.2,15.6078,0.005449708,,,
Standard Class,Home Office,Tampa,Florida,South,Office Supplies,Binders,3.762,3,0.7,-2.7588,-0.000963278,,,
Standard Class,Home Office,Tampa,Florida,South,Office Supplies,Binders,34.86,2,0.7,-26.726,-0.009331801,,,
Standard Class,Home Office,Tampa,Florida,South,Office Supplies,Storage,432.456,3,0.2,32.4342,0.011324908,,,
Standard Class,Consumer,Columbus,Georgia,South,Office Supplies,Storage,675.06,3,0,87.7578,0.030642009,,,
First Class,Corporate,Jacksonville,North Carolina,South,Office Supplies,Envelopes,65.232,3,0.2,22.0158,0.007687161,,,
First Class,Corporate,Jacksonville,North Carolina,South,Furniture,Chairs,207,3,0.2,25.875,0.009034661,,,
Second Class,Home Office,Saint Charles,Illinois,Central,Technology,Machines,600.53,2,0.3,137.264,0.047927873,,,
Second Class,Home Office,Saint Charles,Illinois,Central,Office Supplies,Art,59.904,2,0.2,14.2272,0.004967649,,,
Second Class,Home Office,Saint Charles,Illinois,Central,Technology,Accessories,637.44,8,0.2,135.456,0.047296581,,,
Second Class,Home Office,Saint Charles,Illinois,Central,Furniture,Furnishings,51.756,3,0.6,-33.6414,-0.011746421,,,
Standard Class,Home Office,Miami,Florida,South,Office Supplies,Paper,31.104,6,0.2,10.8864,0.003801157,,,
Standard Class,Home Office,Miami,Florida,South,Office Supplies,Art,47.96,5,0.2,4.1965,0.001465274,,,
Standard Class,Home Office,Miami,Florida,South,Technology,Accessories,158.928,7,0.2,41.7186,0.014566702,,,
Standard Class,Home Office,Miami,Florida,South,Office Supplies,Appliances,211.248,6,0.2,15.8436,0.005532041,,,
Standard Class,Home Office,Miami,Florida,South,Office Supplies,Supplies,5.552,2,0.2,-1.041,-0.000363481,,,
Standard Class,Home Office,Miami,Florida,South,Office Supplies,Labels,2.952,1,0.2,0.9963,0.000347874,,,
Standard Class,Consumer,Troy,Ohio,East,Office Supplies,Binders,10.332,3,0.7,-7.5768,-0.002645558,,,
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,18.368,4,0.2,5.9696,0.002084379,,,
Standard Class,Consumer,New York City,New York,East,Technology,Phones,299.9,2,0,74.975,0.026178694,,,
Standard Class,Corporate,Arlington,Virginia,South,Office Supplies,Envelopes,26.55,9,0,12.744,0.004449767,,,
Standard Class,Corporate,Arlington,Virginia,South,Technology,Accessories,111.98,2,0,26.8752,0.009383896,,,
Standard Class,Corporate,Charlotte,North Carolina,South,Furniture,Furnishings,4.928,2,0.2,0.7392,0.000258103,,,
Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Labels,11.784,3,0.2,4.2717,0.001491531,,,
Standard Class,Consumer,Roseville,California,West,Office Supplies,Art,7.98,3,0,2.0748,0.000724449,,,
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Envelopes,180.96,2,0,81.432,0.028433257,,,
Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,1649.95,5,0,659.98,0.230442341,,,
Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,362.352,3,0.2,45.294,0.015815109,,,
Second Class,Home Office,San Francisco,California,West,Technology,Phones,73.584,2,0.2,8.2782,0.002890463,,,
Standard Class,Consumer,Bakersfield,California,West,Furniture,Tables,486.368,4,0.2,36.4776,0.012736725,,,
Standard Class,Home Office,Tulsa,Oklahoma,Central,Office Supplies,Paper,32.4,5,0,15.552,0.005430224,,,
Standard Class,Home Office,Tulsa,Oklahoma,Central,Office Supplies,Binders,41.86,7,0,19.2556,0.006723394,,,
Standard Class,Home Office,Tulsa,Oklahoma,Central,Office Supplies,Binders,77.56,2,0,35.6776,0.012457392,,,
Same Day,Home Office,San Francisco,California,West,Office Supplies,Art,37.17,9,0,11.151,0.003893546,,,
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,137.352,3,0.2,8.5845,0.002997412,,,
Standard Class,Consumer,Houston,Texas,Central,Furniture,Tables,376.509,3,0.3,-43.0296,-0.015024458,,,
Standard Class,Consumer,Columbus,Georgia,South,Furniture,Furnishings,62.72,4,0,24.4608,0.008540871,,,
Standard Class,Consumer,Columbus,Georgia,South,Technology,Phones,2939.93,7,0,764.3818,0.266895862,,,
Standard Class,Home Office,League City,Texas,Central,Furniture,Chairs,512.358,3,0.3,-14.6388,-0.005111366,,,
Standard Class,Home Office,League City,Texas,Central,Office Supplies,Fasteners,3.488,2,0.2,0.5668,0.000197907,,,
Standard Class,Home Office,League City,Texas,Central,Office Supplies,Art,22.288,7,0.2,3.9004,0.001361886,,,
Standard Class,Home Office,League City,Texas,Central,Office Supplies,Paper,16.032,3,0.2,5.6112,0.001959238,,,
Standard Class,Consumer,Burlington,North Carolina,South,Office Supplies,Art,1.752,1,0.2,0.1533,5.35271E-05,,,
Standard Class,Consumer,Burlington,North Carolina,South,Office Supplies,Art,20.992,8,0.2,2.3616,0.00082459,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,11.21,1,0,3.363,0.001174244,,,
First Class,Consumer,Dallas,Texas,Central,Office Supplies,Art,45.04,2,0.2,4.504,0.001572642,,,
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,15.624,2,0.8,-24.9984,-0.008728582,,,
Standard Class,Consumer,Long Beach,New York,East,Office Supplies,Appliances,8.74,2,0,2.2724,0.000793444,,,
Standard Class,Consumer,Long Beach,New York,East,Office Supplies,Paper,44.75,5,0,20.585,0.007187575,,,
First Class,Home Office,Hialeah,Florida,South,Office Supplies,Storage,61.68,5,0.2,5.397,0.001884447,,,
First Class,Home Office,Hialeah,Florida,South,Technology,Phones,158.376,3,0.2,13.8579,0.004838703,,,
Second Class,Corporate,Aurora,Illinois,Central,Office Supplies,Binders,2.864,4,0.8,-4.5824,-0.001600017,,,
Second Class,Corporate,Aurora,Illinois,Central,Office Supplies,Binders,94.192,7,0.8,-164.836,-0.057555068,,,
Standard Class,Consumer,Belleville,New Jersey,East,Office Supplies,Paper,143.7,3,0,68.976,0.024084049,,,
Standard Class,Consumer,Belleville,New Jersey,East,Office Supplies,Paper,6.48,1,0,3.1104,0.001086045,,,
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,7.88,4,0,2.5216,0.000880456,,,
First Class,Consumer,Andover,Massachusetts,East,Office Supplies,Storage,11.21,1,0,3.363,0.001174244,,,
First Class,Consumer,Andover,Massachusetts,East,Furniture,Chairs,354.9,5,0,88.725,0.030979722,,,
First Class,Consumer,Andover,Massachusetts,East,Office Supplies,Paper,17.94,3,0,8.7906,0.003069375,,,
First Class,Consumer,Andover,Massachusetts,East,Office Supplies,Binders,51.8,4,0,23.31,0.008139051,,,
Second Class,Home Office,Newark,Delaware,East,Office Supplies,Binders,299.52,9,0,149.76,0.052291047,,,
Standard Class,Consumer,Arlington,Virginia,South,Office Supplies,Art,7.7,2,0,3.157,0.001102316,,,
Standard Class,Corporate,Decatur,Alabama,South,Office Supplies,Paper,23.92,4,0,11.7208,0.004092501,,,
Standard Class,Corporate,Decatur,Alabama,South,Technology,Accessories,498,5,0,184.26,0.064337261,,,
Standard Class,Corporate,Hesperia,California,West,Furniture,Chairs,436.704,6,0.2,-38.2116,-0.013342178,,,
Standard Class,Consumer,Chesapeake,Virginia,South,Office Supplies,Paper,32.4,5,0,15.552,0.005430224,,,
First Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,61.44,3,0,16.5888,0.005792239,,,
Standard Class,Consumer,Huntsville,Alabama,South,Office Supplies,Storage,73.36,7,0,19.8072,0.006915994,,,
Standard Class,Consumer,Knoxville,Tennessee,South,Office Supplies,Labels,59.2,5,0.2,22.2,0.007751477,,,
